payment_id,customer_id,staff_id,rental_id,amount,payment_date
8203,302,2,9358,2.99,2011-07-30 18:37:24
8204,302,1,9374,8.99,2011-07-30 19:10:03
8205,302,2,9581,5.99,2011-07-31 03:03:07
8206,302,2,10329,0.99,2011-08-01 04:56:13
8207,302,1,12126,7.99,2011-08-17 23:25:21
8208,302,2,12516,4.99,2011-08-18 13:39:53
8209,302,1,12903,2.99,2011-08-19 04:09:38
8210,302,1,13916,2.99,2011-08-20 16:43:02
8211,302,1,14120,4.99,2011-08-21 01:25:00
8212,302,2,14247,3.99,2011-08-21 05:35:17
8213,302,2,15578,2.99,2011-08-23 05:37:13
8214,302,1,15622,5.99,2011-08-23 07:22:02
8215,302,2,15734,0.99,2011-08-23 11:40:08
8216,302,2,15987,6.99,2011-08-23 20:22:17
8217,303,1,265,0.99,2011-05-26 16:07:38
8218,303,1,871,2.99,2011-05-30 05:01:30
8219,303,2,1050,4.99,2011-05-31 07:01:27
8220,303,2,1970,4.99,2011-06-17 09:23:16
8221,303,1,2223,8.99,2011-06-18 03:27:03
8222,303,1,3077,3.99,2011-06-20 15:05:18
8223,303,1,3107,2.99,2011-06-20 17:26:05
8224,303,1,5140,4.99,2011-07-09 08:04:59
8225,303,1,6205,4.99,2011-07-11 12:31:24
8226,303,2,6219,4.99,2011-07-11 13:18:37
8227,303,1,6464,4.99,2011-07-12 01:16:40
8228,303,1,7023,4.99,2011-07-27 02:32:44
8229,303,2,7502,2.99,2011-07-27 20:19:08
8230,303,1,8409,0.99,2011-07-29 06:41:22
8231,303,2,8734,6.99,2011-07-29 18:28:15
8232,303,2,8764,0.99,2011-07-29 19:39:04
8233,303,2,10209,2.99,2011-08-01 00:56:47
8234,303,1,11253,4.99,2011-08-02 13:42:44
8235,303,2,11673,2.99,2011-08-17 05:54:15
8236,303,2,11993,2.99,2011-08-17 18:27:49
8237,303,2,12117,0.99,2011-08-17 23:11:12
8238,303,1,12365,0.99,2011-08-18 07:55:09
8239,303,2,12473,2.99,2011-08-18 11:59:44
8240,303,1,14750,5.99,2011-08-21 23:09:32
8241,303,2,14795,4.99,2011-08-22 00:40:22
8242,303,1,15511,3.99,2011-08-23 02:55:42
8243,304,1,135,10.99,2011-05-25 21:58:58
8244,304,1,415,0.99,2011-05-27 14:51:45
8245,304,2,937,2.99,2011-05-30 14:47:31
8246,304,1,1414,6.99,2011-06-15 17:26:32
8247,304,2,1525,4.99,2011-06-16 00:26:07
8248,304,1,2039,3.99,2011-06-17 14:03:43
8249,304,2,2902,4.99,2011-06-20 02:45:35
8250,304,1,4466,6.99,2011-07-08 00:12:53
8251,304,2,4812,8.99,2011-07-08 17:07:11
8252,304,1,5411,2.99,2011-07-09 20:23:38
8253,304,1,5712,4.99,2011-07-10 10:40:32
8254,304,2,5749,3.99,2011-07-10 12:20:36
8255,304,2,5795,0.99,2011-07-10 14:36:29
8256,304,2,6107,0.99,2011-07-11 07:07:09
8257,304,1,6737,4.99,2011-07-12 14:16:52
8258,304,2,7551,4.99,2011-07-27 21:59:15
8259,304,2,8055,4.99,2011-07-28 17:02:32
8260,304,1,9930,0.99,2011-07-31 15:18:03
8261,304,1,9992,6.99,2011-07-31 17:29:48
8262,304,1,10631,0.99,2011-08-01 15:35:14
8263,304,2,11983,4.99,2011-08-17 18:13:55
8264,304,1,12540,5.99,2011-08-18 14:17:30
8265,304,2,13911,3.99,2011-08-20 16:31:33
8266,304,1,14023,0.99,2011-08-20 21:10:32
8267,304,1,14899,4.99,2011-08-22 04:26:38
8268,304,1,14945,4.99,2011-08-22 06:05:38
8269,305,2,69,2.99,2011-05-25 10:10:14
8270,305,1,1574,4.99,2011-06-16 03:39:56
8271,305,2,1884,0.99,2011-06-17 03:19:20
8272,305,1,2166,11.99,2011-06-17 23:51:21
8273,305,1,3387,0.99,2011-06-21 14:21:49
8274,305,2,4260,4.99,2011-07-07 14:22:45
8275,305,1,4638,2.99,2011-07-08 08:57:20
8276,305,2,5041,0.99,2011-07-09 03:18:51
8277,305,1,5052,2.99,2011-07-09 03:59:43
8278,305,2,5582,4.99,2011-07-10 04:08:25
8279,305,1,5745,8.99,2011-07-10 12:10:11
8280,305,1,6134,7.99,2011-07-11 08:28:19
8281,305,2,6619,0.99,2011-07-12 08:50:48
8282,305,2,8865,4.99,2011-07-29 23:54:54
8283,305,2,9119,4.99,2011-07-30 09:25:56
8284,305,2,10426,4.99,2011-08-01 08:26:08
8285,305,2,10929,4.99,2011-08-02 02:35:44
8286,305,1,10981,2.99,2011-08-02 04:17:53
8287,305,2,11035,5.99,2011-08-02 05:55:39
8288,305,2,11809,3.99,2011-08-17 11:51:39
8289,305,2,12592,3.99,2011-08-18 16:17:50
8290,305,2,12846,0.99,2011-08-19 02:03:26
8291,305,1,13782,4.99,2011-08-20 12:09:26
8292,305,2,15417,2.99,2011-08-22 23:54:04
8293,305,1,15612,6.99,2011-08-23 06:59:07
8294,306,2,375,3.99,2011-05-27 08:49:21
8295,306,2,672,6.99,2011-05-28 22:05:29
8296,306,2,1172,0.99,2011-06-14 23:54:34
8297,306,2,2836,6.99,2011-06-19 21:58:21
8298,306,1,3814,6.99,2011-07-06 15:23:56
8299,306,2,4484,5.99,2011-07-08 01:05:57
8300,306,2,4596,1.99,2011-07-08 06:41:25
8301,306,2,5581,2.99,2011-07-10 04:06:06
8302,306,2,6868,2.99,2011-07-12 20:10:17
8303,306,1,6953,4.99,2011-07-26 23:52:47
8304,306,1,7225,6.99,2011-07-27 09:47:12
8305,306,1,7232,4.99,2011-07-27 10:04:19
8306,306,2,7701,2.99,2011-07-28 03:54:28
8307,306,2,8620,0.99,2011-07-29 13:51:20
8308,306,1,8702,0.99,2011-07-29 17:04:37
8309,306,2,9242,4.99,2011-07-30 14:03:58
8310,306,2,9395,4.99,2011-07-30 20:07:06
8311,306,1,9774,0.99,2011-07-31 09:57:51
8312,306,1,10202,6.99,2011-08-01 00:43:18
8313,306,2,10893,5.99,2011-08-02 01:12:13
8314,306,2,11142,4.99,2011-08-02 09:30:11
8315,306,1,11440,0.99,2011-08-02 20:24:02
8316,306,2,11674,6.99,2011-08-17 05:56:27
8317,306,2,11776,0.99,2011-08-17 10:27:19
8318,306,1,12225,7.99,2011-08-18 03:00:11
8319,306,1,12989,2.99,2011-08-19 07:19:04
8320,306,1,13686,4.99,2011-08-20 08:57:28
8321,306,2,13725,5.99,2011-08-20 10:08:27
8322,306,1,13873,0.99,2011-08-20 15:11:11
8323,306,1,13996,4.99,2011-08-20 19:45:43
8324,306,1,15457,2.99,2011-08-23 01:07:37
8325,306,2,15868,7.99,2011-08-23 16:19:14
8326,307,2,413,4.99,2011-05-27 14:45:37
8327,307,1,535,4.99,2011-05-28 06:16:32
8328,307,1,614,1.99,2011-05-28 15:33:28
8329,307,1,970,6.99,2011-05-30 19:50:28
8330,307,2,2152,2.99,2011-06-17 22:53:27
8331,307,1,2167,0.99,2011-06-17 23:51:28
8332,307,1,2787,4.99,2011-06-19 18:47:00
8333,307,1,2881,2.99,2011-06-20 01:26:18
8334,307,2,3057,5.99,2011-06-20 13:22:48
8335,307,1,3209,4.99,2011-06-21 00:51:06
8336,307,1,3962,6.99,2011-07-06 22:13:45
8337,307,1,3985,4.99,2011-07-06 23:24:03
8338,307,1,4522,2.99,2011-07-08 03:03:12
8339,307,1,4868,4.99,2011-07-08 19:13:50
8340,307,1,5871,3.99,2011-07-10 18:46:08
8341,307,2,6125,6.99,2011-07-11 08:03:35
8342,307,1,6256,0.99,2011-07-11 15:19:22
8343,307,1,6991,10.99,2011-07-27 01:03:06
8344,307,1,7536,2.99,2011-07-27 21:34:09
8345,307,1,7760,3.99,2011-07-28 06:29:45
8346,307,1,7929,0.99,2011-07-28 12:16:40
8347,307,1,8647,6.99,2011-07-29 14:52:59
8348,307,1,10135,4.99,2011-07-31 21:57:32
8349,307,1,10374,0.99,2011-08-01 06:25:27
8350,307,1,10745,2.99,2011-08-01 19:57:06
8351,307,1,11491,7.99,2011-08-02 22:44:50
8352,307,2,12391,4.99,2011-08-18 08:52:53
8353,307,2,13365,6.99,2011-08-19 21:12:37
8354,307,1,14231,0.99,2011-08-21 05:04:34
8355,307,2,15515,4.99,2011-08-23 03:03:53
8356,308,2,589,3.99,2011-05-28 12:27:50
8357,308,1,2037,0.99,2011-06-17 13:54:20
8358,308,1,2094,0.99,2011-06-17 18:18:56
8359,308,2,2168,4.99,2011-06-17 23:53:24
8360,308,1,2346,7.99,2011-06-18 12:08:16
8361,308,2,2448,4.99,2011-06-18 19:13:45
8362,308,1,4002,3.99,2011-07-07 00:08:18
8363,308,1,4285,8.99,2011-07-07 15:34:35
8364,308,1,5946,2.99,2011-07-10 22:57:29
8365,308,2,8869,0.99,2011-07-30 00:06:32
8366,308,1,9479,2.99,2011-07-30 23:22:09
8367,308,1,9746,7.99,2011-07-31 09:16:48
8368,308,1,10571,2.99,2011-08-01 13:25:30
8369,308,2,10797,0.99,2011-08-01 22:02:51
8370,308,1,10819,4.99,2011-08-01 22:52:57
8371,308,1,11765,2.99,2011-08-17 09:55:28
8372,308,1,11972,4.99,2011-08-17 17:55:46
8373,308,2,12567,3.99,2011-08-18 15:14:36
8374,308,1,12590,6.99,2011-08-18 16:11:35
8375,308,2,12838,6.99,2011-08-19 01:51:50
8376,308,1,13843,2.99,2011-08-20 14:30:01
8377,308,2,14946,2.99,2011-08-22 06:07:10
8378,308,1,15243,4.99,2011-08-22 17:48:28
8379,308,2,15493,4.99,2011-08-23 02:20:53
8380,308,2,15820,2.99,2011-08-23 15:03:13
8381,309,2,218,6.99,2011-05-26 09:27:09
8382,309,2,723,0.99,2011-05-29 05:34:44
8383,309,1,1837,4.99,2011-06-16 23:16:15
8384,309,2,2560,9.99,2011-06-19 03:12:42
8385,309,2,2644,3.99,2011-06-19 09:42:30
8386,309,2,2688,6.99,2011-06-19 12:50:56
8387,309,2,3837,4.99,2011-07-06 16:27:43
8388,309,2,3896,7.99,2011-07-06 19:09:15
8389,309,2,4172,4.99,2011-07-07 09:49:09
8390,309,1,4540,4.99,2011-07-08 04:03:28
8391,309,2,5305,8.99,2011-07-09 15:55:36
8392,309,1,5980,4.99,2011-07-11 00:18:21
8393,309,2,6480,4.99,2011-07-12 01:49:29
8394,309,2,7214,5.99,2011-07-27 09:23:33
8395,309,2,7722,4.99,2011-07-28 04:44:58
8396,309,1,7846,5.99,2011-07-28 09:21:18
8397,309,1,8341,4.99,2011-07-29 04:42:01
8398,309,1,8501,2.99,2011-07-29 09:12:51
8399,309,1,8681,2.99,2011-07-29 16:12:01
8400,309,1,8917,2.99,2011-07-30 01:47:02
8401,309,2,9945,2.99,2011-07-31 15:47:51
8402,309,1,9949,0.99,2011-07-31 15:50:10
8403,309,1,10458,2.99,2011-08-01 09:19:48
8404,309,1,10728,0.99,2011-08-01 19:15:09
8405,309,1,10818,2.99,2011-08-01 22:52:45
8406,309,2,11964,6.99,2011-08-17 17:37:03
8407,309,2,13021,5.99,2011-08-19 08:08:04
8408,309,2,13502,0.99,2011-08-20 01:58:15
8409,309,2,13909,4.99,2011-08-20 16:26:36
8410,309,2,14846,5.99,2011-08-22 02:13:48
8411,309,2,15422,4.99,2011-08-22 23:58:09
8412,310,2,104,0.99,2011-05-25 17:46:33
8413,310,2,1162,4.99,2011-06-14 23:09:38
8414,310,2,1333,2.99,2011-06-15 11:37:08
8415,310,2,1918,3.99,2011-06-17 05:40:14
8416,310,2,2088,6.99,2011-06-17 17:35:30
8417,310,1,2480,5.99,2011-06-18 21:04:09
8418,310,1,2618,2.99,2011-06-19 08:03:01
8419,310,2,3830,10.99,2011-07-06 16:01:16
8420,310,1,4072,0.99,2011-07-07 04:48:02
8421,310,1,5621,5.99,2011-07-10 05:34:10
8422,310,2,5836,0.99,2011-07-10 16:49:02
8423,310,1,7648,5.99,2011-07-28 01:35:33
8424,310,2,8637,5.99,2011-07-29 14:30:11
8425,310,1,8981,7.99,2011-07-30 04:25:30
8426,310,1,9536,2.99,2011-07-31 01:19:02
8427,310,2,11137,2.99,2011-08-02 09:25:31
8428,310,2,12500,4.99,2011-08-18 13:05:51
8429,310,2,12710,7.99,2011-08-18 21:02:50
8430,310,1,12929,4.99,2011-08-19 05:05:23
8431,310,1,14972,5.99,2011-08-22 06:53:21
8432,311,2,274,5.99,2011-05-26 16:48:51
8433,311,2,544,6.99,2011-05-28 07:03:00
8434,311,1,952,2.99,2011-05-30 16:28:07
8435,311,2,990,3.99,2011-05-30 23:25:14
8436,311,2,1128,6.99,2011-05-31 17:49:26
8437,311,1,1622,4.99,2011-06-16 07:33:18
8438,311,2,1955,0.99,2011-06-17 08:40:22
8439,311,2,2967,6.99,2011-06-20 07:40:35
8440,311,2,4836,3.99,2011-07-08 18:09:08
8441,311,2,5224,5.99,2011-07-09 12:07:27
8442,311,2,6419,4.99,2011-07-11 23:36:38
8443,311,2,8167,6.99,2011-07-28 21:25:45
8444,311,1,8473,2.99,2011-07-29 08:36:53
8445,311,1,9503,6.99,2011-07-31 00:02:38
8446,311,2,9882,8.99,2011-07-31 13:53:33
8447,311,1,10134,4.99,2011-07-31 21:56:10
8448,311,2,10448,4.99,2011-08-01 09:09:31
8449,311,1,12997,2.99,2011-08-19 07:31:46
8450,311,2,13310,0.99,2011-08-19 19:05:16
8451,311,2,13423,1.99,2011-08-19 23:07:42
8452,311,2,14517,4.99,2011-08-21 14:57:03
8453,311,2,15826,9.99,2011-08-23 15:15:02
8454,311,1,16020,8.99,2011-08-23 21:34:33
8455,312,2,229,4.99,2011-05-26 11:19:20
8456,312,1,530,0.99,2011-05-28 05:13:01
8457,312,2,1049,4.99,2011-05-31 06:57:04
8458,312,2,1079,6.99,2011-05-31 10:48:17
8459,312,2,1419,0.99,2011-06-15 17:54:50
8460,312,2,3457,3.99,2011-06-21 21:42:33
8461,312,1,3766,2.99,2011-07-06 13:04:35
8462,312,1,3792,1.99,2011-07-06 14:26:38
8463,312,1,4647,3.99,2011-07-08 09:27:36
8464,312,1,5031,5.99,2011-07-09 02:36:37
8465,312,2,6751,2.99,2011-07-12 14:50:34
8466,312,1,6866,2.99,2011-07-12 20:03:44
8467,312,1,8137,4.99,2011-07-28 20:07:18
8468,312,1,8412,6.99,2011-07-29 06:44:50
8469,312,1,8721,4.99,2011-07-29 17:56:21
8470,312,1,9016,6.99,2011-07-30 05:26:13
8471,312,1,9154,3.99,2011-07-30 10:59:54
8472,312,2,10858,2.99,2011-08-02 00:08:39
8473,312,2,11248,0.99,2011-08-02 13:35:34
8474,312,2,11879,5.99,2011-08-17 14:25:09
8475,312,1,12186,2.99,2011-08-18 01:43:36
8476,312,1,12945,0.99,2011-08-19 05:51:46
8477,312,2,14362,2.99,2011-08-21 09:19:49
8478,312,1,14504,3.99,2011-08-21 14:23:01
8479,312,1,15100,4.99,2011-08-22 11:55:03
8480,312,1,15882,6.99,2011-08-23 16:44:31
8481,313,2,669,4.99,2011-05-28 22:03:25
8482,313,2,712,2.99,2011-05-29 04:02:24
8483,313,2,781,0.99,2011-05-29 14:23:58
8484,313,2,843,0.99,2011-05-30 00:44:24
8485,313,2,1312,2.99,2011-06-15 10:16:27
8486,313,1,2617,7.99,2011-06-19 07:48:31
8487,313,2,2711,4.99,2011-06-19 14:12:22
8488,313,2,4552,2.99,2011-07-08 04:36:35
8489,313,1,5255,5.99,2011-07-09 13:51:08
8490,313,1,6384,2.99,2011-07-11 22:07:26
8491,313,2,7294,0.99,2011-07-27 12:38:14
8492,313,2,8381,4.99,2011-07-29 05:31:44
8493,313,1,8970,3.99,2011-07-30 04:02:05
8494,313,2,9836,2.99,2011-07-31 12:12:00
8495,313,2,10237,5.99,2011-08-01 02:07:32
8496,313,2,10933,7.99,2011-08-02 02:50:49
8497,313,2,11854,2.99,2011-08-17 13:42:52
8498,313,2,12011,2.99,2011-08-17 19:19:44
8499,313,2,14250,2.99,2011-08-21 05:39:35
8500,313,1,14325,4.99,2011-08-21 08:15:38
8501,313,2,15081,2.99,2011-08-22 11:14:31
8502,313,1,15340,0.99,2011-08-22 20:55:56
8503,313,2,15569,6.99,2011-08-23 05:24:29
8504,314,1,80,5.99,2011-05-25 12:12:07
8505,314,1,440,4.99,2011-05-27 18:00:35
8506,314,1,1598,3.99,2011-06-16 06:02:39
8507,314,1,1624,2.99,2011-06-16 07:48:57
8508,314,1,3517,0.99,2011-07-06 00:52:35
8509,314,1,3656,2.99,2011-07-06 07:55:22
8510,314,1,3808,0.99,2011-07-06 15:15:35
8511,314,2,4386,0.99,2011-07-07 20:55:19
8512,314,2,5241,4.99,2011-07-09 13:19:14
8513,314,2,5856,0.99,2011-07-10 17:57:32
8514,314,1,6192,5.99,2011-07-11 11:44:41
8515,314,1,6666,2.99,2011-07-12 11:32:15
8516,314,1,6763,3.99,2011-07-12 15:26:34
8517,314,2,7004,4.99,2011-07-27 01:36:05
8518,314,1,7276,2.99,2011-07-27 11:41:57
8519,314,2,8022,6.99,2011-07-28 15:48:56
8520,314,1,8073,3.99,2011-07-28 17:29:02
8521,314,2,8105,0.99,2011-07-28 18:59:46
8522,314,2,8328,6.99,2011-07-29 04:06:24
8523,314,2,8644,4.99,2011-07-29 14:45:45
8524,314,2,9191,3.99,2011-07-30 12:25:51
8525,314,2,9318,6.99,2011-07-30 17:14:30
8526,314,2,11908,3.99,2011-08-17 15:43:09
8527,314,1,12434,0.99,2011-08-18 10:38:08
8528,314,2,13120,3.99,2011-08-19 11:47:38
8529,314,1,13265,2.99,2011-08-19 17:29:00
8530,314,2,13553,3.99,2011-08-20 04:07:21
8531,314,2,14145,4.99,2011-08-21 02:11:38
8532,314,1,14409,4.99,2011-08-21 10:53:35
8533,314,2,14682,4.99,2011-08-21 20:25:57
8534,314,2,14815,4.99,2011-08-22 01:12:44
8535,314,2,14873,5.99,2011-08-22 03:31:06
8536,314,2,16021,3.99,2011-08-23 21:37:59
8537,315,1,537,8.99,2011-05-28 06:20:55
8538,315,1,551,4.99,2011-05-28 07:44:18
8539,315,1,1701,2.99,2011-06-16 13:18:48
8540,315,1,4021,2.99,2011-07-07 01:46:44
8541,315,1,4992,4.99,2011-07-09 00:49:37
8542,315,2,5126,6.99,2011-07-09 07:25:35
8543,315,1,6661,4.99,2011-07-12 11:20:39
8544,315,1,6894,4.99,2011-07-12 21:20:50
8545,315,1,8416,5.99,2011-07-29 06:52:54
8546,315,2,8677,6.99,2011-07-29 16:01:13
8547,315,2,9735,9.99,2011-07-31 08:57:49
8548,315,2,11254,0.99,2011-08-02 13:43:49
8549,315,2,12155,2.99,2011-08-18 00:24:30
8550,315,1,14106,2.99,2011-08-21 00:46:01
8551,315,2,14162,2.99,2011-08-21 02:55:34
8552,315,1,15504,6.99,2011-08-23 02:45:21
8553,315,2,14426,2.99,2006-02-14 15:16:03
8554,316,1,16,4.99,2011-05-25 00:43:11
8555,316,1,644,8.99,2011-05-28 18:59:12
8556,316,1,1065,1.99,2011-05-31 08:54:56
8557,316,1,1317,4.99,2011-06-15 10:30:19
8558,316,2,1350,4.99,2011-06-15 12:50:25
8559,316,1,2032,4.99,2011-06-17 13:24:07
8560,316,2,2338,4.99,2011-06-18 11:24:54
8561,316,2,2491,1.99,2011-06-18 22:01:31
8562,316,1,2820,4.99,2011-06-19 20:20:33
8563,316,2,3373,8.99,2011-06-21 13:35:32
8564,316,1,4379,2.99,2011-07-07 20:32:30
8565,316,2,5102,3.99,2011-07-09 06:25:48
8566,316,2,5544,7.99,2011-07-10 02:48:07
8567,316,1,5618,5.99,2011-07-10 05:28:58
8568,316,2,6988,4.99,2011-07-27 01:00:08
8569,316,2,7339,2.99,2011-07-27 14:17:48
8570,316,2,7586,2.99,2011-07-27 23:19:29
8571,316,1,7592,4.99,2011-07-27 23:26:04
8572,316,1,7945,1.99,2011-07-28 12:53:58
8573,316,1,8564,4.99,2011-07-29 11:33:00
8574,316,1,9508,4.99,2011-07-31 00:22:39
8575,316,2,9903,6.99,2011-07-31 14:31:44
8576,316,1,10438,7.99,2011-08-01 08:53:04
8577,316,1,12028,0.99,2011-08-17 20:03:47
8578,316,2,12191,0.99,2011-08-18 01:57:11
8579,316,2,12823,2.99,2011-08-19 01:15:47
8580,316,2,13277,5.99,2011-08-19 17:57:35
8581,316,1,14226,2.99,2011-08-21 04:55:37
8582,316,2,15840,2.99,2011-08-23 15:34:49
8583,317,1,107,6.99,2011-05-25 18:28:09
8584,317,2,2287,6.99,2011-06-18 07:04:36
8585,317,2,3029,2.99,2011-06-20 11:51:30
8586,317,1,3251,0.99,2011-06-21 03:20:37
8587,317,1,4138,0.99,2011-07-07 08:17:13
8588,317,1,4177,8.99,2011-07-07 10:12:36
8589,317,2,4700,0.99,2011-07-08 11:37:21
8590,317,1,5548,0.99,2011-07-10 02:56:45
8591,317,2,5942,7.99,2011-07-10 22:47:17
8592,317,1,7309,2.99,2011-07-27 13:00:29
8593,317,2,8062,2.99,2011-07-28 17:15:06
8594,317,1,8327,2.99,2011-07-29 04:00:52
8595,317,1,8458,4.99,2011-07-29 08:05:09
8596,317,1,9110,2.99,2011-07-30 09:05:42
8597,317,2,9513,4.99,2011-07-31 00:28:30
8598,317,1,9770,8.99,2011-07-31 09:52:40
8599,317,1,10364,2.99,2011-08-01 06:06:49
8600,317,2,12111,2.99,2011-08-17 22:59:55
8601,317,2,12138,7.99,2011-08-17 23:55:54
8602,317,2,12301,2.99,2011-08-18 05:36:20
8603,317,1,13388,4.99,2011-08-19 21:46:49
8604,317,1,14032,5.99,2011-08-20 21:26:55
8605,317,2,14385,0.99,2011-08-21 10:02:55
8606,317,2,14669,2.99,2011-08-21 19:54:06
8607,317,1,14791,4.99,2011-08-22 00:35:55
8608,317,1,15204,2.99,2011-08-22 16:30:43
8609,317,1,15280,4.99,2011-08-22 19:09:52
8610,317,1,12574,0.99,2006-02-14 15:16:03
8611,318,1,224,9.99,2011-05-26 10:18:27
8612,318,1,2634,2.99,2011-06-19 08:55:17
8613,318,1,2643,2.99,2011-06-19 09:39:27
8614,318,2,3337,0.99,2011-06-21 10:24:35
8615,318,2,3376,7.99,2011-06-21 13:43:02
8616,318,1,3732,4.99,2011-07-06 11:33:37
8617,318,2,3974,2.99,2011-07-06 22:59:16
8618,318,1,4356,8.99,2011-07-07 19:21:22
8619,318,1,7649,0.99,2011-07-28 01:37:26
8620,318,2,7853,0.99,2011-07-28 09:36:38
8621,318,2,10023,5.99,2011-07-31 18:25:51
8622,318,1,14276,2.99,2011-08-21 06:34:05
8623,319,1,15,9.99,2011-05-25 00:39:22
8624,319,1,149,3.99,2011-05-26 00:28:05
8625,319,1,439,2.99,2011-05-27 17:54:48
8626,319,1,1632,2.99,2011-06-16 08:03:42
8627,319,1,1892,4.99,2011-06-17 04:17:33
8628,319,2,2021,3.99,2011-06-17 12:41:18
8629,319,2,2703,4.99,2011-06-19 13:36:06
8630,319,2,2884,0.99,2011-06-20 01:31:16
8631,319,2,3256,3.99,2011-06-21 03:45:42
8632,319,2,4119,3.99,2011-07-07 07:06:03
8633,319,2,4295,2.99,2011-07-07 16:08:51
8634,319,1,4630,4.99,2011-07-08 08:33:38
8635,319,1,5791,8.99,2011-07-10 14:16:22
8636,319,1,5882,2.99,2011-07-10 19:20:34
8637,319,2,6132,2.99,2011-07-11 08:24:44
8638,319,1,6195,4.99,2011-07-11 12:00:32
8639,319,1,6255,4.99,2011-07-11 15:11:33
8640,319,1,6485,6.99,2011-07-12 02:07:59
8641,319,2,7953,2.99,2011-07-28 13:24:32
8642,319,2,9017,4.99,2011-07-30 05:26:20
8643,319,2,9044,0.99,2011-07-30 06:35:21
8644,319,1,11575,0.99,2011-08-17 01:50:26
8645,319,2,11598,0.99,2011-08-17 03:03:07
8646,319,1,11955,6.99,2011-08-17 17:21:35
8647,319,2,11994,2.99,2011-08-17 18:29:35
8648,319,1,12018,4.99,2011-08-17 19:44:46
8649,319,2,12424,8.99,2011-08-18 10:16:57
8650,319,1,13548,3.99,2011-08-20 03:53:20
8651,319,2,14828,4.99,2011-08-22 01:34:05
8652,319,2,15396,5.99,2011-08-22 23:07:57
8653,320,2,1258,4.99,2011-06-15 06:21:30
8654,320,2,1484,3.99,2011-06-15 21:22:35
8655,320,2,1567,1.99,2011-06-16 03:13:30
8656,320,1,2216,4.99,2011-06-18 03:08:17
8657,320,2,2883,7.99,2011-06-20 01:29:10
8658,320,2,3519,0.99,2011-07-06 00:57:29
8659,320,2,3756,4.99,2011-07-06 12:40:38
8660,320,2,4173,2.99,2011-07-07 09:57:26
8661,320,2,7057,4.99,2011-07-27 03:50:03
8662,320,2,7064,3.99,2011-07-27 03:53:29
8663,320,2,7930,4.99,2011-07-28 12:21:08
8664,320,2,8144,4.99,2011-07-28 20:30:55
8665,320,2,8235,4.99,2011-07-29 00:22:56
8666,320,1,8238,0.99,2011-07-29 00:30:06
8667,320,2,8794,4.99,2011-07-29 20:59:38
8668,320,1,9509,0.99,2011-07-31 00:22:42
8669,320,1,11208,0.99,2011-08-02 12:02:37
8670,320,2,11560,2.99,2011-08-17 01:20:30
8671,320,2,14171,0.99,2011-08-21 03:00:42
8672,320,1,15302,2.99,2011-08-22 19:44:53
8673,321,2,200,4.99,2011-05-26 07:12:21
8674,321,1,620,5.99,2011-05-28 15:54:45
8675,321,2,818,4.99,2011-05-29 20:47:53
8676,321,2,1750,5.99,2011-06-16 16:57:36
8677,321,1,3410,0.99,2011-06-21 16:20:47
8678,321,2,3901,5.99,2011-07-06 19:24:55
8679,321,1,3920,4.99,2011-07-06 20:26:40
8680,321,2,4281,4.99,2011-07-07 15:17:50
8681,321,1,4318,5.99,2011-07-07 17:47:50
8682,321,2,5202,2.99,2011-07-09 10:53:48
8683,321,2,5867,8.99,2011-07-10 18:39:01
8684,321,2,6190,2.99,2011-07-11 11:36:18
8685,321,1,6859,5.99,2011-07-12 19:53:57
8686,321,2,8685,6.99,2011-07-29 16:17:05
8687,321,1,9981,0.99,2011-07-31 17:08:31
8688,321,1,11722,2.99,2011-08-17 07:53:03
8689,321,1,12033,6.99,2011-08-17 20:14:34
8690,321,2,12034,7.99,2011-08-17 20:15:31
8691,321,1,12398,4.99,2011-08-18 09:13:24
8692,321,2,13623,6.99,2011-08-20 06:49:46
8693,321,1,15673,6.99,2011-08-23 09:12:50
8694,321,2,15888,5.99,2011-08-23 16:56:14
8695,322,2,166,0.99,2011-05-26 02:49:11
8696,322,1,269,4.99,2011-05-26 16:19:46
8697,322,1,1386,2.99,2011-06-15 15:38:58
8698,322,1,1588,8.99,2011-06-16 04:53:21
8699,322,2,2481,4.99,2011-06-18 21:08:30
8700,322,1,2554,0.99,2011-06-19 03:05:38
8701,322,1,2983,7.99,2011-06-20 08:41:42
8702,322,2,3054,5.99,2011-06-20 13:16:41
8703,322,2,3413,8.99,2011-06-21 16:57:07
8704,322,1,3478,0.99,2011-07-05 23:05:44
8705,322,2,3627,1.99,2011-07-06 06:19:25
8706,322,1,3646,4.99,2011-07-06 07:28:59
8707,322,2,6033,2.99,2011-07-11 02:59:34
8708,322,1,6511,3.99,2011-07-12 03:39:29
8709,322,2,6673,0.99,2011-07-12 11:50:56
8710,322,2,6709,4.99,2011-07-12 13:20:41
8711,322,1,7091,4.99,2011-07-27 04:44:10
8712,322,2,8142,4.99,2011-07-28 20:21:54
8713,322,1,9104,7.99,2011-07-30 08:49:55
8714,322,1,9115,4.99,2011-07-30 09:13:55
8715,322,1,9252,1.99,2011-07-30 14:19:59
8716,322,2,11120,4.99,2011-08-02 08:47:04
8717,322,2,11456,0.99,2011-08-02 21:14:04
8718,322,2,13180,4.99,2011-08-19 14:00:38
8719,322,1,13650,9.99,2011-08-20 07:49:06
8720,322,2,14042,4.99,2011-08-20 21:45:51
8721,322,1,15450,0.99,2011-08-23 00:56:01
